bill_id,short_title,sponsor,co_sponsors,floor_sponsor,last_action,last_action_owner,subjects,num_substitutes,substitute_sponsors,active_version,subjects_changed,committees,money_appropriated,originating_chamber,final_chamber,sponsor_id,session_year,session_id
HB0001,Public Education Base Budget Amendments,ELIASS,None,STEPHHA,Governor Signed,Lieutenant Governor's office for filing,Budgeting; Public Education; Appropriations,0,None,HB0001S01,False,,"This bill appropriates $500,000 in operating and capital budgets for fiscal year 2016, all of which is from the Education Fund.<hr>This bill appropriates $4,265,954,700 in operating and capital budgets for fiscal year 2017, including:<hr><ltbullet>$4,303,800 from the General Fund;<hr><ltbullet>$27,000,000 from the Uniform School Fund;<hr><ltbullet>$2,824,987,800 from the Education Fund; and<hr><ltbullet>$1,409,663,100 from various sources as detailed in this bill.<hr>This bill appropriates $3,609,600 in expendable funds and accounts for fiscal year 2017. <hr>This bill appropriates $78,000,000 in restricted fund and account transfers for fiscal year 2017, all of which is from the General Fund and the Education Fund. <hr>This bill appropriates $25,300 in fiduciary funds for fiscal year 2017.",House,,ELIASS,2016,2016GS
HB0002,New Fiscal Year Supplemental Appropriations Act,SANPED,None,HILLYLW,Governor Line Item Veto,Lieutenant Governor's office for filing,Budgeting; Appropriations,0,None,HB0002,False,,"This bill appropriates $540,382,500 in operating and capital budgets for fiscal year 2017, including:<hr><ltbullet>$65,102,300 from the General Fund;<hr><ltbullet>$184,067,300 from the Education Fund;<hr><ltbullet>$291,212,900 from various sources as detailed in this bill. This bill appropriates $1,182,700 in expendable funds and accounts for fiscal year 2017, including:<hr><ltbullet>$500,000 from the General Fund;<hr><ltbullet>$682,700 from various sources as detailed in this bill. This bill appropriates $631,000 in business-like activities for fiscal year 2017. This bill appropriates $6,150,000 in restricted fund and account transfers for fiscal year 2017, including:<hr><ltbullet>$6,300,000 from the General Fund;<hr><ltbullet>($150,000) from various sources as detailed in this bill. This bill appropriates $6,960,000 in transfers to unrestricted funds for fiscal year 2017. This bill appropriates $6,225,000 in capital project funds for fiscal year 2017.",House,,SANPED,2016,2016GS
HB0003,Appropriations Adjustments,SANPED,None,HILLYLW,Governor Line Item Veto,Lieutenant Governor's office for filing,Budgeting; Appropriations,0,None,HB0003,False,,"This bill appropriates ($5,417,500) in operating and capital budgets for fiscal year 2016, including:<hr><ltbullet>($523,800) from the General Fund;<hr><ltbullet>($4,893,700) from various sources as detailed in this bill. This bill appropriates $1,222,700 in expendable funds and accounts for fiscal year 2016. This bill appropriates $2,030,100 in restricted fund and account transfers for fiscal year 2016, all of which is from the General Fund. This bill appropriates $249,572,500 in operating and capital budgets for fiscal year 2017, including:<hr><ltbullet>$23,674,400 from the General Fund;<hr><ltbullet>$15,139,600 from the Education Fund;<hr><ltbullet>$210,758,500 from various sources as detailed in this bill. This bill appropriates $9,302,200 in expendable funds and accounts for fiscal year 2017, including:<hr><ltbullet>$2,502,200 from the General Fund;<hr><ltbullet>$6,800,000 from various sources as detailed in this bill. This bill appropriates $21,010,300 in business-like activities for fiscal year 2017. This bill appropriates $6,193,200 in restricted fund and account transfers for fiscal year 2017, including:<hr><ltbullet>$1,700 from the General Fund;<hr><ltbullet>$1,691,500 from the Education Fund;<hr><ltbullet>$4,500,000 from various sources as detailed in this bill.",House,,SANPED,2016,2016GS
HB0005,"Natural Resources, Agriculture, and Environmental Quality Base Budget",MCKELMK,None,HINKIDP,Governor Signed,Lieutenant Governor's office for filing,Budgeting; Natural Resources; Appropriations,0,None,HB0005,False,,"This bill appropriates $320,321,400 in operating and capital budgets for fiscal year 2017, including:<hr><ltbullet>$66,049,400 from the General Fund;<hr><ltbullet>$254,272,000 from various sources as detailed in this bill. This bill appropriates $7,522,800 in expendable funds and accounts for fiscal year 2017. This bill appropriates $56,152,600 in business-like activities for fiscal year 2017. This bill appropriates $5,379,800 in restricted fund and account transfers for fiscal year 2017, including:<hr><ltbullet>$4,171,100 from the General Fund;<hr><ltbullet>$1,208,700 from various sources as detailed in this bill. This bill appropriates $3,000,000 in fiduciary funds for fiscal year 2017.",House,,MCKELMK,2016,2016GS
HB0006,Executive Offices and Criminal Justice Base Budget,HUTCHEK,None,THATCDW,Governor Signed,Lieutenant Governor's office for filing,Budgeting; Law Enforcement and Criminal Justice; Appropriations; Executive Branch,0,None,HB0006S01,False,,"This bill appropriates ($618,200) in operating and capital budgets for fiscal year 2016, all of which is from the General Fund. This bill appropriates $118,200 in expendable funds and accounts for fiscal year 2016, all of which is from the General Fund. This bill appropriates $895,804,500 in operating and capital budgets for fiscal year 2017, including:<hr><ltbullet>$645,123,400 from the General Fund;<hr><ltbullet>$49,000 from the Education Fund;<hr><ltbullet>$250,632,100 from various sources as detailed in this bill. This bill appropriates $16,550,800 in expendable funds and accounts for fiscal year 2017. This bill appropriates $28,784,500 in business-like activities for fiscal year 2017. This bill appropriates $381,000 in restricted fund and account transfers for fiscal year 2017, including:<hr><ltbullet>$231,000 from the General Fund;<hr><ltbullet>$150,000 from various sources as detailed in this bill. This bill appropriates $800,000 in fiduciary funds for fiscal year 2017.",House,,HUTCHEK,2016,2016GS
HB0007,Social Services Base Budget,RAYP,None,CHRISAM,Governor Signed,Lieutenant Governor's office for filing,Budgeting; Human Services; Appropriations,0,None,HB0007S01,False,,"This bill appropriates $53,173,800 in operating and capital budgets for fiscal year 2016, including:<hr><ltbullet>($6,666,700) from the General Fund;<hr><ltbullet>$59,840,500 from various sources as detailed in this bill. This bill appropriates $4,132,800 in transfers to unrestricted funds for fiscal year 2016. This bill appropriates $4,311,016,000 in operating and capital budgets for fiscal year 2017, including:<hr><ltbullet>$841,893,400 from the General Fund;<hr><ltbullet>$21,111,400 from the Education Fund;<hr><ltbullet>$3,448,011,200 from various sources as detailed in this bill. This bill appropriates $156,336,900 in expendable funds and accounts for fiscal year 2017, including:<hr><ltbullet>$2,442,900 from the General Fund;<hr><ltbullet>$153,894,000 from various sources as detailed in this bill. This bill appropriates $304,552,300 in business-like activities for fiscal year 2017. This bill appropriates $2,506,100 in restricted fund and account transfers for fiscal year 2017, including:<hr><ltbullet>$1,017,400 from the General Fund;<hr><ltbullet>$1,488,700 from various sources as detailed in this bill. This bill appropriates $150,000 in transfers to unrestricted funds for fiscal year 2017. This bill appropriates $215,288,700 in fiduciary funds for fiscal year 2017.",House,,RAYP,2016,2016GS
HB0008,State Agency Fees and Internal Service Fund Rate Authorization and Appropriations,DEEBL,None,STEVEJW,Governor Signed,Lieutenant Governor's office for filing,Budgeting; Appropriations,0,None,HB0008S01,False,House Government Operations Committee,"This bill appropriates $1,760,200 in operating and capital budgets for fiscal year 2017, including:<hr><ltbullet>$884,300 from the General Fund;<hr><ltbullet>$87,400 from the Education Fund;<hr><ltbullet>$788,500 from various sources as detailed in this bill. This bill appropriates $5,000 in expendable funds and accounts for fiscal year 2017. This bill appropriates $108,100 in business-like activities for fiscal year 2017. This bill appropriates $2,700 in fiduciary funds for fiscal year 2017.",House,,DEEBL,2016,2016GS
HB0009,Revenue Bond Amendments,FROERG,None,HARPEWA,Governor Signed,Lieutenant Governor's office for filing,Bonds; Budgeting; Appropriations,0,None,HB0009,False,,None,House,,FROERG,2016,2016GS
HB0010,Initiative and Referendum Amendments,GREENBM,None,JACKSAB,Governor Signed,Lieutenant Governor's office for filing,Initiatives \ Referendums; Government Operations (State Issues),0,None,HB0010S04,False,Senate Government Operations and Political Subdivisions Committee; House Government Operations Committee,None,House,,GREENBM,2016,2016GS
HB0011,Referendum Amendments,COXFC,None,ESCAML,House/ filed,House file for bills not passed,Initiatives \ Referendums; Government Operations (State Issues),0,None,HB0011S02,False,House Government Operations Committee,None,House,,COXFC,2016,2016GS
HB0012,Disaster Recovery for Local Governments,ODAC,None,ADAMSJS,Governor Signed,Lieutenant Governor's office for filing,Emergency Management; Law Enforcement and Criminal Justice; Local Governments; Public Safety,0,None,HB0012,False,Senate Government Operations and Political Subdivisions Committee,None,House,,ODAC,2016,2016GS
HB0013,Alcoholic Beverage Event Permit Amendments,ODAC,None,STEPHHA,Governor Signed,Lieutenant Governor's office for filing,Alcoholic Beverage Control Commission; Business; Alcoholic Beverage Control,0,None,HB0013,False,Senate Business and Labor Committee,None,House,,ODAC,2016,2016GS
HB0014,Emergency Services Account Loan Amendments,ODAC,None,WEILET,Governor Signed,Lieutenant Governor's office for filing,Public Funds and Accounts; Emergency Management; Law Enforcement and Criminal Justice,0,None,HB0014,False,"Senate Judiciary, Law Enforcement, and Criminal Justice Committee",None,House,,ODAC,2016,2016GS
HB0015,Domestic Relations Retirement Shares,MCIFFKL,None,HENDEDM,Governor Signed,Lieutenant Governor's office for filing,Retirement,0,None,HB0015,False,House Retirement and Independent Entities Committee; Senate Retirement and Independent Entities Committee,None,House,,MCIFFKL,2016,2016GS
HB0016,Offender Registry Amendments,DRAXLJR,None,HILLYLW,Governor Signed,Lieutenant Governor's office for filing,Law Enforcement and Criminal Justice; Sexual Offenses; Public Safety,0,None,HB0016,False,"House Law Enforcement and Criminal Justice Committee; Senate Judiciary, Law Enforcement, and Criminal Justice Committee",None,House,,DRAXLJR,2016,2016GS
HB0017,Assessment Area Foreclosure Amendments,WEBBRC,None,BRAMBCS,Governor Signed,Lieutenant Governor's office for filing,Political Subdivisions (Local Issues); Assessment Area,0,None,HB0017S03,False,Senate Government Operations and Political Subdivisions Committee; House Political Subdivisions Committee,None,House,,WEBBRC,2016,2016GS
HB0018,Medicaid Preferred Drug List Amendments,WARDR,None,CHRISAM,House/ filed,House file for bills not passed,Controlled Substances; Health; Health Care,0,None,HB0018S02,False,House Health and Human Services Committee; Senate Health and Human Services Committee,None,House,,WARDR,2016,2016GS
HB0019,Expungement Amendments,GREENBM,None,,House/ filed,House file for bills not passed,Judiciary; Occupational and Professional Licensing,0,None,HB0019,False,,None,House,,GREENBM,2016,2016GS
HB0020,Lead Acid Battery Disposal Sunset Reauthorization,PERRYLB,None,JENKISK,Governor Signed,Lieutenant Governor's office for filing,Environmental Quality; Hazardous Substances,0,None,HB0020,False,"Senate Natural Resources, Agriculture, and Environment Committee",None,House,,PERRYLB,2016,2016GS
HB0021,Election Revisions,ELIASS,None,STEPHHA,Governor Signed,Lieutenant Governor's office for filing,Elections; Government Operations (State Issues),0,None,HB0021,False,Senate Government Operations and Political Subdivisions Committee,None,House,,ELIASS,2016,2016GS
HB0022,Civil Asset Forfeiture - Procedural Reforms,GREENBM,None,STEPHHA,House/ filed,House file for bills not passed,Forfeiture Procedure; Law Enforcement and Criminal Justice,0,None,HB0022S01,False,"Senate Judiciary, Law Enforcement, and Criminal Justice Committee; House Judiciary Committee",None,House,,GREENBM,2016,2016GS
HB0023,Privilege Tax Amendments,STANAJE,None,BRAMBCS,Governor Signed,Lieutenant Governor's office for filing,Privilege Tax; Revenue and Taxation,0,None,HB0023S01,False,Senate Revenue and Taxation Committee,None,House,,STANAJE,2016,2016GS
HB0024,Aeronautics Restricted Account Amendments,STANAJE,None,HARPEWA,Governor Signed,Lieutenant Governor's office for filing,Motor Fuel and Special Fuel Taxes; Revenue and Taxation; Aeronautics,0,None,HB0024,False,Senate Revenue and Taxation Committee,None,House,,STANAJE,2016,2016GS
HB0025,Property Tax Changes,MCCAYD,None,HENDEDM,Governor Signed,Lieutenant Governor's office for filing,Property Tax; Revenue and Taxation,0,None,HB0025S03,False,Senate Revenue and Taxation Committee,None,House,,MCCAYD,2016,2016GS
HB0026,Revenue and Taxation Interim Committee Report Amendments,MCCAYD,None,HENDEDM,Governor Signed,Lieutenant Governor's office for filing,Revenue and Taxation,0,None,HB0026,False,Senate Revenue and Taxation Committee; House Revenue and Taxation Committee,None,House,,MCCAYD,2016,2016GS
HB0027,School District Participation in Risk Management Fund,DRAXLJR,None,DAYTOM,Governor Signed,Lieutenant Governor's office for filing,Risk Management Fund; Political Subdivisions (Local Issues),0,None,HB0027,False,Senate Government Operations and Political Subdivisions Committee,None,House,,DRAXLJR,2016,2016GS
HB0028,Grants for Educator Professional Learning,LASTBG,None,MILLNA,House/ filed,House file for bills not passed,Education; School Finance; School Personnel,0,None,HB0028,False,Senate Education Committee; House Education Committee,"This bill appropriates in fiscal year 2017:<hr><ltbullet>to State Board of Education -- Minimum School Program -- Related to Basic School Program as an ongoing appropriation:<hr><ltbullet1>from the Education Fund, $30,000,000.",House,,LASTBG,2016,2016GS
HB0029,Transportation Interim Committee Reports Amendments,CHRISKJ,None,HINKIDP,Governor Signed,Lieutenant Governor's office for filing,Transportation,0,None,HB0029,False,Senate Transportation and Public Utilities and Technology Committee,None,House,,CHRISKJ,2016,2016GS
HB0030,Good Landlord Program Amendments,FROERG,None,THATCDW,Governor Signed,Lieutenant Governor's office for filing,Housing and Community Development; Landlord - Tenant; Government Operations (State Issues),0,None,HB0030,False,Senate Government Operations and Political Subdivisions Committee,None,House,,FROERG,2016,2016GS
HB0031,Enterprise Zone Amendments,SANDASD,None,OKERLR,Governor Signed,Lieutenant Governor's office for filing,Economic Development; Workforce Services; Business Development,0,None,HB0031,False,House Economic Development and Workforce Services Committee; Senate Economic Development and Workforce Services Committee,None,House,,SANDASD,2016,2016GS
HB0032,Subdivision Base Parcel Tax Amendments,WEBBRC,None,THATCDW,Governor Signed,Lieutenant Governor's office for filing,Political Subdivisions (Local Issues); Municipal Government,0,None,HB0032,False,Senate Government Operations and Political Subdivisions Committee,None,House,,WEBBRC,2016,2016GS
HB0033,Fire Prevention Board Membership Amendments,DUNNIJA,None,BRAMBCS,Governor Signed,Lieutenant Governor's office for filing,Law Enforcement and Criminal Justice; Fire Protection; Public Safety,0,None,HB0033,False,Senate Business and Labor Committee,None,House,,DUNNIJA,2016,2016GS
HB0034,Business and Labor Interim Committee Report Amendments,PETERVL,None,BRAMBCS,Governor Signed,Lieutenant Governor's office for filing,"Legislature; Business; Legislative Affairs; Committees, Legislative",0,None,HB0034,False,Senate Business and Labor Committee,None,House,,PETERVL,2016,2016GS
HB0035,Retirement and Insurance Benefit Claims Limits,POWELK,None,WEILET,Governor Signed,Lieutenant Governor's office for filing,Retirement; State Officers and Employees,0,None,HB0035,False,Senate Retirement and Independent Entities Committee,None,House,,POWELK,2016,2016GS
HB0036,Insurance Revisions,DUNNIJA,None,BRAMBCS,Governor Signed,Lieutenant Governor's office for filing,Insurance; Insurance Department,0,None,HB0036S02,False,Senate Business and Labor Committee,"This bill appropriates in fiscal year 2016-2017:<hr><ltbullet>To the Senate, as one-time appropriation:<hr><ltbullet1>from the General Fund, $13,000, to pay for the Health Reform Task Force; and<hr><ltbullet>To the House of Representatives, as a one-time appropriation:<hr><ltbullet1>from the General Fund, $22,000, to pay for the Health Reform Task Force.",House,,DUNNIJA,2016,2016GS
HB0037,Worker Classification Coordinated Enforcement Act Sunset Amendments,PETERVL,None,BRAMBCS,Governor Signed,Lieutenant Governor's office for filing,Business; Labor; Sunset Legislation,0,None,HB0037,False,Senate Business and Labor Committee,None,House,,PETERVL,2016,2016GS
HB0039,Pass-through Entity Return Filing Date,ELIASS,None,BRAMBCS,Governor Signed,Lieutenant Governor's office for filing,Corporate Tax; Income Tax; Revenue and Taxation,0,None,HB0039,False,Senate Revenue and Taxation Committee,None,House,,ELIASS,2016,2016GS
HB0040,Agency Reporting Requirements,LASTBG,None,MILLNA,Governor Signed,Lieutenant Governor's office for filing,Education; Legislative Affairs,0,None,HB0040,False,Senate Education Committee,None,House,,LASTBG,2016,2016GS
HB0041,Fees for Supplemental Hours,ELIASS,None,MILLNA,House/ filed,House file for bills not passed,Education; Public Education,0,None,HB0041,False,Senate Education Committee; House Education Committee,None,House,,ELIASS,2016,2016GS
HB0042,Early Learning Amendments,SNOWVL,None,MILLNA,House/ filed,House file for bills not passed,Education; Public Education,0,None,HB0042S01,False,Senate Education Committee; House Education Committee,"This bill appropriates in fiscal year 2017:<hr><ltbullet>to State Board of Education -- Minimum School Program -- Related to Basic School Program -- Early Intervention Program:<hr><ltbullet1>from the Education Fund, ($7,500,000).<hr><ltbullet>to State Board of Education -- Minimum School Program -- Related to Basic School Program -- Optional Enhanced Kindergarten Program, as an ongoing appropriation:<hr><ltbullet1>from the Education Fund, $17,500,000.",House,,SNOWVL,2016,2016GS
HB0043,State Instructional Materials Commission Amendments,CUTLEBR,None,MILLNA,Governor Signed,Lieutenant Governor's office for filing,Education; Public Education,0,None,HB0043,False,Senate Education Committee,None,House,,CUTLEBR,2016,2016GS
HB0044,Occupational and Professional Licensure Review Committee Amendments,STANAJE,None,HARPEWA,House/ filed,House file for bills not passed,Occupational and Professional Licensing,0,None,HB0044S01,False,House Business and Labor Committee,None,House,,STANAJE,2016,2016GS
HB0045,Stem Program Amendments,PETERVL,None,URQUHSH,Governor Signed,Lieutenant Governor's office for filing,Economic Development; Education; Science and Biotechnology,0,None,HB0045,False,Senate Economic Development and Workforce Services Committee,None,House,,PETERVL,2016,2016GS
HB0046,Veterans Affairs Amendments,PETERVL,None,KNUDSPC,Governor Signed,Lieutenant Governor's office for filing,Cemeteries; Veterans' Affairs; Health Care Facilities; Military Services,0,None,HB0046,False,Senate Government Operations and Political Subdivisions Committee,None,House,,PETERVL,2016,2016GS
HB0047,Postretirement Employment Rural and Title I School Exceptions,CUNNIR,None,,House/ filed,House file for bills not passed,"Retirement; Employees and Compensation, Legislative",0,None,HB0047,False,House Revenue and Taxation Committee,None,House,,CUNNIR,2016,2016GS
HB0048,Election Law Amendments,MCCAYD,None,BRAMBCS,Governor Signed,Lieutenant Governor's office for filing,Elections; Government Operations (State Issues),0,None,HB0048S04,False,Senate Business and Labor Committee,None,House,,MCCAYD,2016,2016GS
HB0049,State Liability Protection for School Employees,ODAC,None,STEPHHA,Governor Signed,Lieutenant Governor's office for filing,School Personnel; Political Subdivisions (Local Issues),0,None,HB0049,False,Senate Government Operations and Political Subdivisions Committee,None,House,,ODAC,2016,2016GS
HB0050,Postretirement Reemployment Amendments,CUNNIR,None,,House/ filed,House file for bills not passed,Retirement; State Officers and Employees,0,None,HB0050,False,House Revenue and Taxation Committee,None,House,,CUNNIR,2016,2016GS
HB0051,Recodification of Postretirement Reemployment Provisions,POWELK,None,WEILET,Governor Signed,Lieutenant Governor's office for filing,Recodification; Retirement; State Officers and Employees,0,None,HB0051,False,House Government Operations Committee; Senate Retirement and Independent Entities Committee,None,House,,POWELK,2016,2016GS
HB0052,Office of Outdoor Recreation Amendments,ARENTPM,None,OKERLR,Governor Signed,Lieutenant Governor's office for filing,Recreation; Economic Development,0,None,HB0052S02,False,"Senate Natural Resources, Agriculture, and Environment Committee; House Economic Development and Workforce Services Committee","This bill appropriates in fiscal year 2017:<hr><ltbullet>to the Governor's Office of Economic Development -- Utah Office of Outdoor Recreation -- Outdoor Recreational Infrastructure Grant Program, as a one-time appropriation:<hr><ltbullet1>from the General Fund, One-time, $1,000,000",House,,ARENTPM,2016,2016GS
HB0053,Business Resource Centers Amendments,WESTWJR,None,MILLNA,Governor Signed,Lieutenant Governor's office for filing,Economic Development; Business Development,0,None,HB0053,False,Senate Economic Development and Workforce Services Committee,None,House,,WESTWJR,2016,2016GS
HB0054,Economic Development Tax Increment Financing Amendments,EDWARRP,None,FILLML,Governor Signed,Lieutenant Governor's office for filing,Economic Development; Revenue and Taxation,0,None,HB0054,False,Senate Economic Development and Workforce Services Committee,None,House,,EDWARRP,2016,2016GS
HB0055,State Highway System Amendments,ANDERJ,None,JACKSAB,Governor Signed,Lieutenant Governor's office for filing,Highways; Transportation,0,None,HB0055S01,False,Senate Transportation and Public Utilities and Technology Committee,None,House,,ANDERJ,2016,2016GS
HB0056,Women in the Economy Commission Amendments,EDWARRP,None,BRAMBCS,Governor Signed,Lieutenant Governor's office for filing,Economic Development; Heritage,0,None,HB0056,False,Senate Economic Development and Workforce Services Committee,None,House,,EDWARRP,2016,2016GS
HB0057,Alternative Dispute Resolution Sunset Date Amendment,CHRISFL,None,MADSEMB,Governor Signed,Lieutenant Governor's office for filing,Courts; Judiciary; Alternative Dispute Resolution,0,None,HB0057,False,"Senate Judiciary, Law Enforcement, and Criminal Justice Committee",None,House,,CHRISFL,2016,2016GS
HB0058,Hemp Extract Amendments,FROERG,None,URQUHSH,Governor Signed,Lieutenant Governor's office for filing,Children; Controlled Substances; Department of Health,0,None,HB0058S02,False,Senate Health and Human Services Committee,None,House,,FROERG,2016,2016GS
HB0059,State Armory Board Amendments,PETERVL,None,DAYTOM,Governor Signed,Lieutenant Governor's office for filing,Veterans' Affairs; Military Services,0,None,HB0059,False,Senate Government Operations and Political Subdivisions Committee,None,House,,PETERVL,2016,2016GS
HB0060,Class B and Class C Road Fund Amendments,ANDERJ,None,JACKSAB,Governor Signed,Lieutenant Governor's office for filing,Transportation; Transportation Fund,0,None,HB0060,False,Senate Transportation and Public Utilities and Technology Committee,None,House,,ANDERJ,2016,2016GS
HB0061,Corporate Franchise and Income Tax Changes,KNOTWJ,None,BRAMBCS,Governor Signed,Lieutenant Governor's office for filing,Corporate Tax; Income Tax; Revenue and Taxation,0,None,HB0061S01,False,Senate Revenue and Taxation Committee; House Revenue and Taxation Committee,None,House,,KNOTWJ,2016,2016GS
HB0062,Law Enforcement and Criminal Justice - Statutory Reports Repeal,IPSONDL,None,WEILET,Governor Signed,Lieutenant Governor's office for filing,Law Enforcement and Criminal Justice,0,None,HB0062,False,"House Law Enforcement and Criminal Justice Committee; Senate Judiciary, Law Enforcement, and Criminal Justice Committee",None,House,,IPSONDL,2016,2016GS
HB0063,Fees for Government Records Requests,KINGBS,None,BRAMBCS,Governor Signed,Lieutenant Governor's office for filing,Government Records; Political Subdivisions (Local Issues); Government Operations (State Issues); Fees,0,None,HB0063,False,House Government Operations Committee; Senate Revenue and Taxation Committee,None,House,,KINGBS,2016,2016GS
HB0064,Rate Committee Amendments,MCKELMK,None,,House/ filed,House file for bills not passed,Department of Human Resource Management; Political Subdivisions (Local Issues); Department of Administrative Services,0,None,HB0064,False,House Political Subdivisions Committee,None,House,,MCKELMK,2016,2016GS
HB0065,Exemption from Daylight Saving Time,COXFC,None,,House/ filed,House file for bills not passed,Government Operations (State Issues),0,None,HB0065S01,False,"House Natural Resources, Agriculture, and Environment Committee",None,House,,COXFC,2016,2016GS
HB0066,Online Parenting Course for Divorcing Families,MOSSCS,None,HILLYLW,Governor Signed,Lieutenant Governor's office for filing,Marriage / Divorce; Courts; Judiciary,0,None,HB0066,False,"House Law Enforcement and Criminal Justice Committee; Senate Judiciary, Law Enforcement, and Criminal Justice Committee",None,House,,MOSSCS,2016,2016GS
HB0067,Weapons on Public Transportation,THURSNK,None,CHRISAM,Governor Signed,Lieutenant Governor's office for filing,Judiciary; Public Safety; Transportation; Weapons,0,None,HB0067,False,"House Transportation Committee; Senate Judiciary, Law Enforcement, and Criminal Justice Committee",None,House,,THURSNK,2016,2016GS
HB0068,Post-exposure Blood Testing Amendments,REDDEH,None,SHIOZBE,Governor Signed,Lieutenant Governor's office for filing,Health; Law Enforcement and Criminal Justice; Public Safety,0,None,HB0068S01,False,House Health and Human Services Committee; Senate Health and Human Services Committee,None,House,,REDDEH,2016,2016GS
HB0069,Qualified Political Party Amendments,COXFC,None,JENKISK,House/ filed,House file for bills not passed,Elections; Government Operations (State Issues),0,None,HB0069,False,House Government Operations Committee,None,House,,COXFC,2016,2016GS
HB0070,Voter Eligibility Amendments,BRISCJK,None,,House/ filed,House file for bills not passed,Elections; Government Operations (State Issues),0,None,HB0070,False,House Government Operations Committee,None,House,,BRISCJK,2016,2016GS
HB0071,Weighted Pupil Unit Calculation Equalization Amendments,CUTLEBR,None,,House/ filed,House file for bills not passed,Charter Schools; Education,0,None,HB0071,False,House Education Committee,None,House,,CUTLEBR,2016,2016GS
HB0072,Timeshare Amendments,FROERG,None,BRAMBCS,Governor Signed,Lieutenant Governor's office for filing,Business; Real Estate,0,None,HB0072,False,Senate Business and Labor Committee; House Business and Labor Committee,None,House,,FROERG,2016,2016GS
HB0073,Financial Disclosure Modifications,MCKELMK,None,,House/ filed,House file for bills not passed,Government Operations (State Issues); Campaign Finance,0,None,HB0073,False,House Revenue and Taxation Committee,None,House,,MCKELMK,2016,2016GS
HB0074,Uniform Power of Attorney Act,SNOWVL,None,HILLYLW,Governor Signed,Lieutenant Governor's office for filing,Attorneys; Judiciary; Uniform Laws,0,None,HB0074S01,False,"Senate Judiciary, Law Enforcement, and Criminal Justice Committee; House Judiciary Committee",None,House,,SNOWVL,2016,2016GS
HB0075,Epilepsy Training in Public Schools,SAGERD,None,URQUHSH,House/ filed,House file for bills not passed,Education; Public Education; Health; Department of Health; School Personnel,0,None,HB0075S01,False,Senate Education Committee; House Education Committee,None,House,,SAGERD,2016,2016GS
HB0076,Alcoholic Beverage Service Amendments,POWELK,None,,House/ filed,House file for bills not passed,Alcoholic Beverages; Business,0,None,HB0076,False,,None,House,,POWELK,2016,2016GS
HB0077,Special District Amendments,HANDYSG,None,STEVEJW,Governor Signed,Lieutenant Governor's office for filing,Political Subdivisions (Local Issues); Special Service District,0,None,HB0077,False,Senate Government Operations and Political Subdivisions Committee; House Political Subdivisions Committee,None,House,,HANDYSG,2016,2016GS
HB0078,Abandoned Road Amendments,HANDYSG,None,,House/ filed,House file for bills not passed,Real Estate; Highways; Transportation,0,None,HB0078,False,,None,House,,HANDYSG,2016,2016GS
HB0079,Nonpatient Cause of Action,MCIFFKL,None,VICKEEJ,Governor Signed,Lieutenant Governor's office for filing,Health; Health Care Providers,0,None,HB0079S01,False,House Judiciary Committee; Senate Health and Human Services Committee,None,House,,MCIFFKL,2016,2016GS
HB0080,Vehicle Impound Amendments,COXFC,None,MADSEMB,House/ filed,House file for bills not passed,Motor Vehicle Insurance; Motor Vehicles; Transportation; Tow Trucks,0,None,HB0080,False,House Transportation Committee,None,House,,COXFC,2016,2016GS
HB0081,Government Employees Insurance Offerings Amendments,KENNEMS,None,JACKSAB,Governor Signed,Lieutenant Governor's office for filing,"Insurance, Health; Health; Health Care Providers",0,None,HB0081,False,Senate Government Operations and Political Subdivisions Committee; House Government Operations Committee,None,House,,KENNEMS,2016,2016GS
HB0082,Property Taxing Authority for Public Water Providers,POWELK,None,,House/ filed,House file for bills not passed,Public Utilities; Property Tax; Revenue and Taxation,0,None,HB0082,False,House Revenue and Taxation Committee,None,House,,POWELK,2016,2016GS
HB0083,Campaign Finance Disclosures in Municipal Elections,HALLHC,None,HENDEDM,Governor Signed,Lieutenant Governor's office for filing,Elections; Government Operations (State Issues),0,None,HB0083S01,False,Senate Government Operations and Political Subdivisions Committee; House Political Subdivisions Committee,None,House,,HALLHC,2016,2016GS
HB0084,Wildlife Amendments,MCKELMK,None,HINKIDP,Governor Signed,Lieutenant Governor's office for filing,Natural Resources; Wildlife,0,None,HB0084S01,False,"Senate Natural Resources, Agriculture, and Environment Committee; House Natural Resources, Agriculture, and Environment Committee",None,House,,MCKELMK,2016,2016GS
HB0085,Attorney Fee Revisions,GREENBM,None,WEILET,House/ filed,House file for bills not passed,Attorneys; Judiciary,0,None,HB0085S02,False,Senate Business and Labor Committee; House Judiciary Committee; Senate Retirement and Independent Entities Committee,None,House,,GREENBM,2016,2016GS
HB0086,Postretirement Employment Restrictions,CUNNIR,None,WEILET,House/ filed,House file for bills not passed,Retirement,0,None,HB0086S03,False,Senate Government Operations and Political Subdivisions Committee; House Revenue and Taxation Committee,None,House,,CUNNIR,2016,2016GS
HB0087,Clean Fuel Conversion Amendments,HANDYSG,None,WEILET,Governor Signed,Lieutenant Governor's office for filing,Clean Fuels; Environmental Quality,0,None,HB0087S03,False,"Senate Natural Resources, Agriculture, and Environment Committee; House Transportation Committee","This bill appropriates:<hr><ltbullet>to the Conversion to Alternative Fuel Grant Program Fund, as a one-time appropriation:<hr><ltbullet1>from the General Fund, $150,000.",House,,HANDYSG,2016,2016GS
