bill_id,short_title,sponsor,co_sponsors,floor_sponsor,last_action,last_action_owner,subjects,num_substitutes,substitute_sponsors,active_version,subjects_changed,committees,money_appropriated,originating_chamber,final_chamber,sponsor_id,session_year,session_id
HJR016,Joint Resolution Approving Exchange of School and Institutional Trust Lands,HAWKETD,None,VICKEEJ,House/ filed,House file for bills not passed,Resolutions; Legislative Operations; School and Institutional Trust Land Administration,0,None,HJR016,False,,,House,,HAWKETD,2022,2022GS
HJR017,Joint Resolution Amending Rules of Criminal Procedure on Hearings with Contemporaneous Transmission,WALDRS,None,,House/ filed,House file for bills not passed,Resolutions; Court Rules; Judicial Administration; Courts; Criminal Procedure; Judicial Operations,0,None,HJR017S01,False,,,House,,WALDRS,2022,2022GS
HJR018,Joint Resolution Encouraging the Use by the State of Blended Cements,HANDYSG,None,HARPEWA,House/ filed,House file for bills not passed,"Resolutions; State Facilities; Education; Higher Education; Legislative Operations; Department of Government Operations; Government Operations (State Issues); Facilities, Construction, and Management",0,None,HJR018S02,False,,,House,,HANDYSG,2022,2022GS
HJR019,Appropriations Procedures Joint Resolution,MOSSJ,None,STEVEJW,House/ to Lieutenant Governor,Lieutenant Governor's office for filing,"Resolutions; Resolutions, Rules; Legislative Operations; Appropriations",0,None,HJR019S01,False,,,House,,MOSSJ,2022,2022GS
HJR020,Joint Resolution Designating National Speech and Debate Education Day,WELTOD,None,MCKELMK,House/ filed,House file for bills not passed,Resolutions; Education; K-12 Education; Legislative Operations,0,None,HJR020,False,,,House,,WELTOD,2022,2022GS
HR0001,House Rules Resolution - Reconsideration of Action,NELSOMF,None,,House/ filed,House file for bills not passed,"Resolutions; Resolutions, Rules; Legislative Operations",0,None,HR0001,False,,,,,NELSOMF,2022,2022GS
HR0002,House Rules Resolution - Amendments to House Rules,DUNNIJA,None,,House/ to Lieutenant Governor,Lieutenant Governor's office for filing,"Resolutions, Rules; Legislative Operations",0,None,HR0002S01,False,,,,,DUNNIJA,2022,2022GS
HR0003,House Resolution Concerning State Spending Reductions,SEEGMTM,None,,House/ filed,House file for bills not passed,Resolutions; Public Budgeting; Legislative Operations; Government Operations (State Issues),0,None,HR0003,False,,,,,SEEGMTM,2022,2022GS
SB0001,Higher Education Base Budget,GROVEK,None,MILESKB,Governor Signed,Lieutenant Governor's office for filing,Public Budgeting; Government Operations (State Issues); Appropriations,0,None,SB0001,False,,"This bill appropriates ($20,107,600) in operating and capital budgets for fiscal year 2022, including:<hr><ltbullet>($1,000,000) from the General Fund;<hr><ltbullet>$1,000,000 from the Education Fund; and<hr><ltbullet>($20,107,600) from various sources as detailed in this bill. This bill appropriates $2,244,801,600 in operating and capital budgets for fiscal year 2023, including:<hr><ltbullet>$404,885,900 from the General Fund;<hr><ltbullet>$881,742,500 from the Education Fund; and<hr><ltbullet>$958,173,200 from various sources as detailed in this bill. This bill appropriates $22,824,000 in restricted fund and account transfers for fiscal year 2023, all of which is from the Education Fund.",Senate,,GROVEK,2022,2022GS
SB0002,Public Education Budget Amendments,FILLML,None,ELIASS,Governor Signed,Lieutenant Governor's office for filing,Public Budgeting; Government Operations (State Issues); Appropriations,0,None,SB0002,False,,"This bill appropriates $496,787,400 in operating and capital budgets for fiscal year 2022, including:<hr><ltbullet>($21,293,200) from the Uniform School Fund;<hr><ltbullet>($807,600) from the Education Fund; and<hr><ltbullet>$518,888,200 from various sources as detailed in this bill.<hr> This bill appropriates $21,293,200 in restricted fund and account transfers for fiscal year 2022, from the Uniform School Fund.<hr> This bill appropriates $712,092,400 in operating and capital budgets for fiscal year 2023, including:<hr><ltbullet>$126,973,600 from the Uniform School Fund;<hr><ltbullet>$25,440,500 from the Education Fund; and<hr><ltbullet>$559,678,300 from various sources as detailed in this bill.<hr> This bill appropriates $8,733,200 in restricted fund and account transfers for fiscal year 2023, from the Education Fund.",Senate,,FILLML,2022,2022GS
SB0003,Current Fiscal Year Supplemental Appropriations,STEVEJW,None,LASTBG,Governor Signed,Lieutenant Governor's office for filing,Public Budgeting; Government Operations (State Issues); Appropriations,0,None,SB0003,False,,"This bill appropriates $480,410,800 in operating and capital budgets for fiscal year 2022, including:<hr><ltbullet>($824,956,100) from the General Fund;<hr><ltbullet>$450,420,100 from the Education Fund; and<hr><ltbullet>$854,946,800 from various sources as detailed in this bill. This bill appropriates ($26,371,500) in expendable funds and accounts for fiscal year 2022. This bill appropriates $105,829,100 in business-like activities for fiscal year 2022, including:<hr><ltbullet>$8,722,800 from the General Fund; and<hr><ltbullet>$97,106,300 from various sources as detailed in this bill. This bill appropriates ($5,597,300) in restricted fund and account transfers for fiscal year 2022, including:<hr><ltbullet>($9,760,400) from the General Fund; and<hr><ltbullet>$4,163,100 from various sources as detailed in this bill. This bill appropriates $4,132,600 in transfers to unrestricted funds for fiscal year 2022. This bill appropriates $60,000,000 in capital project funds for fiscal year 2022, all of which is from the Education Fund.",Senate,,STEVEJW,2022,2022GS
SB0004,"Business, Economic Development, and Labor Base Budget",MCKELMK,None,WATKICF,Governor Signed,Lieutenant Governor's office for filing,Public Budgeting; Government Operations (State Issues); Appropriations,0,None,SB0004S01,False,,"This bill appropriates $47,822,800 in operating and capital budgets for fiscal year 2022, including:<hr><ltbullet>$3,080,800 from the General Fund; and<hr><ltbullet>$44,742,000 from various sources as detailed in this bill. This bill appropriates ($2,105,700) in expendable funds and accounts for fiscal year 2022. This bill appropriates ($265,000) in business-like activities for fiscal year 2022. This bill appropriates $4,713,500 in restricted fund and account transfers for fiscal year 2022, including:<hr><ltbullet>$5,000,000 from the General Fund; and<hr><ltbullet>($286,500) from various sources as detailed in this bill. This bill appropriates $383,855,400 in operating and capital budgets for fiscal year 2023, including:<hr><ltbullet>$112,985,400 from the General Fund;<hr><ltbullet>$23,517,900 from the Education Fund; and<hr><ltbullet>$247,352,100 from various sources as detailed in this bill. This bill appropriates $37,254,000 in expendable funds and accounts for fiscal year 2023. This bill appropriates $28,281,700 in business-like activities for fiscal year 2023. This bill appropriates $43,709,700 in restricted fund and account transfers for fiscal year 2023, including:<hr><ltbullet>$24,732,200 from the General Fund; and<hr><ltbullet>$18,977,500 from various sources as detailed in this bill. This bill appropriates $450,000 in fiduciary funds for fiscal year 2023.",Senate,,MCKELMK,2022,2022GS
SB0006,Infrastructure and General Government Base Budget,WILSOCH,None,SAGERD,Governor Signed,Lieutenant Governor's office for filing,Public Budgeting; Government Operations (State Issues); Appropriations,0,None,SB0006S01,False,,"This bill appropriates $457,721,200 in operating and capital budgets for fiscal year 2022, including:<hr><ltbullet>$354,030,000 from the General Fund; and<hr><ltbullet>$103,691,200 from various sources as detailed in this bill. This bill appropriates $2,690,800 in expendable funds and accounts for fiscal year 2022. This bill appropriates $90,916,500 in business-like activities for fiscal year 2022, including:<hr><ltbullet>$30,000,000 from the General Fund; and<hr><ltbullet>$60,916,500 from various sources as detailed in this bill. This bill appropriates $85,706,000 in restricted fund and account transfers for fiscal year 2022, including:<hr><ltbullet>$62,000,000 from the General Fund;<hr><ltbullet>$27,000,000 from the Education Fund; and<hr><ltbullet>($3,294,000) from various sources as detailed in this bill. This bill appropriates $769,594,300 in capital project funds for fiscal year 2022, including:<hr><ltbullet>$232,000,000 from the General Fund; and<hr><ltbullet>$537,594,300 from various sources as detailed in this bill. This bill appropriates $3,413,330,100 in operating and capital budgets for fiscal year 2023, including:<hr><ltbullet>$196,741,400 from the General Fund;<hr><ltbullet>$137,396,900 from the Education Fund; and<hr><ltbullet>$3,079,191,800 from various sources as detailed in this bill. This bill appropriates $43,260,600 in expendable funds and accounts for fiscal year 2023. This bill appropriates $413,205,700 in business-like activities for fiscal year 2023. This bill appropriates $22,099,300 in restricted fund and account transfers for fiscal year 2023, all of which is from the General Fund. This bill appropriates $1,325,280,700 in capital project funds for fiscal year 2023, including:<hr><ltbullet>$95,077,400 from the General Fund;<hr><ltbullet>$120,000,000 from the Education Fund; and<hr><ltbullet>$1,110,203,300 from various sources as detailed in this bill.",Senate,,WILSOCH,2022,2022GS
SB0007,"National Guard, Veterans Affairs, and Legislature Base Budget",STEVEJW,None,LASTBG,Governor Signed,Lieutenant Governor's office for filing,Public Budgeting; Government Operations (State Issues); Appropriations,0,None,SB0007,False,,"This bill appropriates $1,677,500 in operating and capital budgets for fiscal year 2022. This bill appropriates $73,100 in expendable funds and accounts for fiscal year 2022. This bill appropriates $1,070,800 in restricted fund and account transfers for fiscal year 2022. This bill appropriates $114,133,700 in operating and capital budgets for fiscal year 2023, including:<hr><ltbullet>$50,819,700 from the General Fund; and<hr><ltbullet>$63,314,000 from various sources as detailed in this bill. This bill appropriates $44,403,700 in expendable funds and accounts for fiscal year 2023. This bill appropriates $12,000,000 in restricted fund and account transfers for fiscal year 2023, including:<hr><ltbullet>$12,009,500 from the General Fund; and<hr><ltbullet>($9,500) from various sources as detailed in this bill.",Senate,,STEVEJW,2022,2022GS
SB0008,State Agency and Higher Education Compensation Appropriations,IPSONDL,None,SPENDRM,Governor Signed,Lieutenant Governor's office for filing,Public Budgeting; Government Operations (State Issues); Appropriations,0,None,SB0008S01,False,,"This bill appropriates $251,865,500 in operating and capital budgets for fiscal year 2023, including:<hr><ltbullet>$94,583,200 from the General Fund;<hr><ltbullet>$85,938,800 from the Education Fund; and<hr><ltbullet>$71,343,500 from various sources as detailed in this bill. This bill appropriates $321,400 in expendable funds and accounts for fiscal year 2023, including:<hr><ltbullet>$28,000 from the General Fund; and<hr><ltbullet>$293,400 from various sources as detailed in this bill. This bill appropriates $2,865,700 in business-like activities for fiscal year 2023, including:<hr><ltbullet>$5,100 from the General Fund; and<hr><ltbullet>$2,860,600 from various sources as detailed in this bill. This bill appropriates $57,300 in restricted fund and account transfers for fiscal year 2023, all of which is from the General Fund.",Senate,,IPSONDL,2022,2022GS
SB0011,Local Election Amendments,IWAMOJ,None,THURSNK,Governor Signed,Lieutenant Governor's office for filing,Election Law; Municipalities; Limited Purpose Local Government Entities; Political Subdivisions (Local Issues); Government Operations (State Issues); Local Districts; Election Administration,0,None,SB0011,False,,None,Senate,,IWAMOJ,2022,2022GS
SB0012,Property Tax Appeals Process Amendments,MILLNA,None,PETERVL,Governor Signed,Lieutenant Governor's office for filing,Property Tax; Revenue and Taxation; Assessment and Equalization,0,None,SB0012,False,,None,Senate,,MILLNA,2022,2022GS
SB0013,State Road Jurisdiction Amendments,HARPEWA,None,CHRISKJ,Governor Signed,Lieutenant Governor's office for filing,Roads/Highways; Transportation; Department of Transportation,0,None,SB0013S01,False,,None,Senate,,HARPEWA,2022,2022GS
SB0014,Consumer Alcoholic Beverage Purchasing,DAVISG,None,HAWKETD,Governor Signed,Lieutenant Governor's office for filing,Business; Alcohol; Department of Alcoholic Beverage Control; New Rulemaking Authority,0,None,SB0014S01,False,,None,Senate,,DAVISG,2022,2022GS
SB0015,Department of Government Operations,MILLNA,None,PETERVL,Governor Signed,Lieutenant Governor's office for filing,Counties; Division of Risk Management; Technology; Division of Technology Services; Telecommunications; Public Utilities; Government Records; Division of Purchasing and General Services; Open and Public Meetings; Public Utilities & Technology; Division of Human Resource Management; Administrative Rulemaking; Administrative Rulemaking and Procedures; Municipalities; Political Subdivisions (Local Issues); Department of Government Operations; Government Operations (State Issues); State Officers and Employees; Archives and Records; Data and Cyber Security; Office of Administrative Rules; Rulemaking Procedures; New Rulemaking Authority,0,None,SB0015,False,,None,Senate,,MILLNA,2022,2022GS
SB0016,Licensing Amendments,BRAMBCS,None,FERRYJ,Governor Signed,Lieutenant Governor's office for filing,Business; Department of Commerce; Labor & Employment; Legislative Operations; Administrative Rulemaking; Administrative Rulemaking and Procedures; Government Operations (State Issues); Sunsets and Repealers; Occupational and Professional Licensing; New Rulemaking Authority,0,None,SB0016S02,False,,None,Senate,,BRAMBCS,2022,2022GS
SB0017,Grazing Advisory Board Amendments,SANDASD,None,STRATKJ,Governor Signed,Lieutenant Governor's office for filing,Livestock; Animals; Boards and Committees; Government Operations (State Issues); Agriculture & Food,0,None,SB0017,False,,None,Senate,,SANDASD,2022,2022GS
SB0018,Election Modifications,THATCDW,None,MALOYC,Governor Signed,Lieutenant Governor's office for filing,Election Law; Voting and Voter Registration; Government Operations (State Issues); Election Administration,0,None,SB0018S02,False,,None,Senate,,THATCDW,2022,2022GS
SB0019,Election Revisions,THATCDW,None,MALOYC,Governor Signed,Lieutenant Governor's office for filing,Counties; Election Law; Voting and Voter Registration; Government Records; Ethics; Municipalities; Political Subdivisions (Local Issues); Government Operations (State Issues); Election Administration; Political Parties,0,None,SB0019,False,,None,Senate,,THATCDW,2022,2022GS
SB0020,Property Tax Amendments,BRAMBCS,None,ROBERA,Governor Signed,Lieutenant Governor's office for filing,Interlocal Cooperation; Political Subdivisions (Local Issues); Property Tax; State Tax Commission; Property Tax Collection; Revenue and Taxation; Assessment and Equalization; Interlocal Entities,0,None,SB0020S03,False,,None,Senate,,BRAMBCS,2022,2022GS
SB0021,School Standards Review Committee Sunset Extension,JOHNSJD,None,PULSIS,Governor Signed,Lieutenant Governor's office for filing,Education; K-12 Education; Legislative Operations; State Board of Education; Sunsets and Repealers; Standards and Curriculum,0,None,SB0021,False,,None,Senate,,JOHNSJD,2022,2022GS
SB0022,Public-private Partnership Amendments,MILLNA,None,MOSSJ,Governor Signed,Lieutenant Governor's office for filing,Economic Development; Partnerships; Workforce Services; Governor's Office of Economic Opportunity,0,None,SB0022,False,,None,Senate,,MILLNA,2022,2022GS
SB0023,Acupuncturist Liability Amendments,ESCAML,None,SPENDRM,Governor Signed,Lieutenant Governor's office for filing,Health; Health Care Professionals; Judicial Operations; Acupuncturists; Liability,0,None,SB0023,False,,None,Senate,,ESCAML,2022,2022GS
SB0024,Utah Retirement Systems Revisions,HARPEWA,None,BROOKW,Governor Signed,Lieutenant Governor's office for filing,Public Retirement and Insurance; Firefighters' Retirement; Public Employees Retirement; Public Safety Retirement; Utah State Retirement Office,0,None,SB0024S01,False,,None,Senate,,HARPEWA,2022,2022GS
SB0025,Property Tax Deferral Amendments,FILLML,None,SPENDRM,Governor Signed,Lieutenant Governor's office for filing,Legislative Operations; Sunsets and Repealers; Property Tax; Property Tax Relief; Revenue and Taxation,0,None,SB0025S02,False,,"This bill appropriates in fiscal year 2023:<hr><ltbullet>to the Utah State Tax Commission -- Tax Administration -- Property Tax Deferral, as a one-time appropriation:<hr><ltbullet1>from the General Fund $8,000,000.",Senate,,FILLML,2022,2022GS
SB0026,Division of Consumer Protection Amendments,BRAMBCS,None,FERRYJ,Governor Signed,Lieutenant Governor's office for filing,Business; Commerce and Trade; Consumer Protection; Franchises; Sunsets and Repealers; Punishment; Fines,0,None,SB0026,False,,None,Senate,,BRAMBCS,2022,2022GS
SB0027,Utah Powersport Vehicle Franchise Advisory Board Amendments,BRAMBCS,None,FERRYJ,Governor Signed,Lieutenant Governor's office for filing,Business; Commerce and Trade; Business Entities; Franchises; Legislative Operations; Sunsets and Repealers,0,None,SB0027,False,,None,Senate,,BRAMBCS,2022,2022GS
SB0028,Office of American Indian-alaska Native Health and Family Services,IWAMOJ,None,WATKICF,Governor Signed,Lieutenant Governor's office for filing,Department of Health; Child Welfare; Indian Affairs; Human Services,0,None,SB0028S02,False,,None,Senate,,IWAMOJ,2022,2022GS
SB0029,Executive Residence Commission Sunset Extension,THATCDW,None,MALOYC,Governor Signed,Lieutenant Governor's office for filing,Legislative Operations; Boards and Committees; Government Operations (State Issues); Sunsets and Repealers,0,None,SB0029,False,,None,Senate,,THATCDW,2022,2022GS
SB0030,Legislative Process Committee Sunset Extension,THATCDW,None,MALOYC,Governor Signed,Lieutenant Governor's office for filing,Legislative Operations; Legislative Committees and Task Forces; Legislative Organization; Boards and Committees; Government Operations (State Issues); Sunsets and Repealers,0,None,SB0030,False,,None,Senate,,THATCDW,2022,2022GS
SB0031,Water Rights Proofs on Small Amounts of Water,SANDASD,None,FERRYJ,Governor Signed,Lieutenant Governor's office for filing,Environment; Water Rights; State Engineer; Water,0,None,SB0031,False,,None,Senate,,SANDASD,2022,2022GS
SB0032,Voting History Amendments,THATCDW,None,JUDKIM,Governor Signed,Lieutenant Governor's office for filing,Election Law; Voting and Voter Registration; Government Records; Government Operations (State Issues); Election Administration,0,None,SB0032S01,False,,None,Senate,,THATCDW,2022,2022GS
SB0033,Utah K-12 Reading Clinic,MILLNA,None,MILESKB,Senate/ filed,Senate file for bills not passed,Education; K-12 Education; Higher Education; Colleges and Universities; Student Assessment,0,None,SB0033,False,,None,Senate,,MILLNA,2022,2022GS
SB0034,Utah Statewide Radio System Restricted Account Sunset Amendments,HARPEWA,None,BROOKW,Governor Signed,Lieutenant Governor's office for filing,Legislative Operations; Sunsets and Repealers,0,None,SB0034,False,,None,Senate,,HARPEWA,2022,2022GS
SB0035,Expungement Modifications,WEILET,None,WARDR,Governor Signed,Lieutenant Governor's office for filing,Court Rules; Electronic Databases; Government Records; Judicial Administration; Courts; Crimes; Judicial Operations; Law Enforcement and Criminal Justice; Government Operations (State Issues); Judges; Traffic Violations,0,None,SB0035S02,False,,None,Senate,,WEILET,2022,2022GS
SB0036,Emergency Management Administration Council Sunset Extension,GROVEK,None,WHYTESL,Governor Signed,Lieutenant Governor's office for filing,Emergency Management; Law Enforcement and Criminal Justice; Public Safety,0,None,SB0036,False,,None,Senate,,GROVEK,2022,2022GS
SB0037,Search and Rescue Advisory Board Sunset Extension,GROVEK,None,WHYTESL,Governor Signed,Lieutenant Governor's office for filing,Law Enforcement and Criminal Justice; Public Safety; Sunsets and Repealers,0,None,SB0037,False,,None,Senate,,GROVEK,2022,2022GS
SB0038,Ballot Amendments,THATCDW,None,BALLAMG,Governor Signed,Lieutenant Governor's office for filing,Election Law; Initiatives; Voting and Voter Registration; Government Operations (State Issues); Constitutional Officers; Election Administration; Lieutenant Governor; Referenda,0,None,SB0038S01,False,,None,Senate,,THATCDW,2022,2022GS
SB0039,Mobile Workforce Income Tax Amendments,BRAMBCS,None,MOSSJ,Governor Signed,Lieutenant Governor's office for filing,Labor & Employment; Wages; Income Tax; Revenue and Taxation; Individual Income Tax,0,None,SB0039,False,,None,Senate,,BRAMBCS,2022,2022GS
SB0040,Utah Protection of Public Employees Act Amendments,THATCDW,None,NELSOMF,Governor Signed,Lieutenant Governor's office for filing,Counties; Controlled Substances; Health; Political Subdivisions (Local Issues); Government Operations (State Issues); State Officers and Employees; Local Government Employees; Medical Cannabis,0,None,SB0040,False,,None,Senate,,THATCDW,2022,2022GS
SB0041,Behavioral Health Services Amendments,KENNEMS,None,BARLOSE,Governor Signed,Lieutenant Governor's office for filing,Controlled Substances; Substance Abuse; Health; Department of Health; Health Care Facilities; Mental Health Facilities; Mental Health; Health Care Professionals; Mental Health Professionals; Legislative Operations; Government Operations (State Issues); Sunsets and Repealers; Human Services; Department of Human Services; Appropriations; Human Services Licensure; Human Services Facilities; Human Services Programs; Local Mental Health Authorities; Local Substance Abuse Authorities; Physicians and Surgeons; Substance Abuse and Mental Health; Substance Use Disorder Treatment,0,None,SB0041,False,,"This bill appropriates in fiscal year 2023:<hr><ltbullet>to Department of Health and Human Services -- Integrated Health Care Services -- Medicaid Behavioral Health Services, as an ongoing appropriation:<hr><ltbullet1>from General Fund, $116,000; and<hr><ltbullet>to Department of Health and Human Services -- Integrated Health Care Services -- Medicaid Behavioral Health Services, as a one-time appropriation:<hr><ltbullet1>from General Fund, One-time, $87,000.",Senate,,KENNEMS,2022,2022GS
SB0042,Higher Education Performance Funding Goals,MILLNA,None,SNOWVL,Governor Signed,Lieutenant Governor's office for filing,Education; Higher Education; School Finance; Legislative Operations; Utah Board of Higher Education; Sunsets and Repealers,0,None,SB0042,False,,None,Senate,,MILLNA,2022,2022GS
SB0043,Occupational and Professional Licensing Modifications,BRAMBCS,None,FERRYJ,Governor Signed,Lieutenant Governor's office for filing,Business; Department of Commerce; Construction; Health; Health Care Professionals; Food Quality; Occupational and Professional Licensing; Agriculture & Food; Chiropractic Physicians; Food; Public Health; Speech-Language Pathologists and Audiologists,0,None,SB0043S07,False,,None,Senate,,BRAMBCS,2022,2022GS
SB0044,Mental Health Professional Practice Act Amendments,KENNEMS,None,NELSOMF,Governor Signed,Lieutenant Governor's office for filing,Business; Department of Commerce; Health; Health Care; Mental Health; Health Care Professionals; Mental Health Professionals; Occupational and Professional Licensing; Substance Abuse and Mental Health,0,None,SB0044S01,False,,None,Senate,,KENNEMS,2022,2022GS
SB0045,Department of Health and Human Services Amendments,ANDERJL,None,THURSNK,Governor Signed,Lieutenant Governor's office for filing,Health; Department of Health; Legislative Operations; Sunsets and Repealers; Human Services; Department of Human Services,0,None,SB0045S03,False,,None,Senate,,ANDERJL,2022,2022GS
SB0046,Medical Cannabis Patient Protection Amendments,THATCDW,None,FERRYJ,Governor Signed,Lieutenant Governor's office for filing,Agriculture; Government Operations (State Issues); State Officers and Employees; Agriculture & Food; Medical Cannabis,0,None,SB0046,False,,None,Senate,,THATCDW,2022,2022GS
SB0047,Coordinating Council for Persons with Disabilities Sunset Extension,KENNEMS,None,NELSOMF,Governor Signed,Lieutenant Governor's office for filing,Legislative Operations; Sunsets and Repealers; Human Services; Department of Human Services; Disabilities; Services for People with Disabilities,0,None,SB0047,False,,None,Senate,,KENNEMS,2022,2022GS
SB0048,Income Tax Modifications,MCCAYD,None,STRONMA,Governor Signed,Lieutenant Governor's office for filing,Veterans Affairs; Veterans and Military Affairs; Income Tax; Revenue and Taxation; Individual Income Tax; Tax Credits; Veterans and Military Benefits,0,None,SB0048S01,False,,None,Senate,,MCCAYD,2022,2022GS
SB0049,State Film Production Incentives Amendments,WINTER,None,HANDYSG,Became Law w/o Governor Signature,Lieutenant Governor's office for filing,Economic Development; Rural Development; Income Tax; Revenue and Taxation; Motion Pictures; Tax Credits,0,None,SB0049S02,False,,None,Senate,,WINTER,2022,2022GS
SB0050,Criminal Code Evaluation Task Force Sunset Extension,IWAMOJ,None,LISONK,Governor Signed,Lieutenant Governor's office for filing,Law Enforcement and Criminal Justice; Legislative Operations; Legislative Committees and Task Forces; Legislative Organization; Sunsets and Repealers,0,None,SB0050,False,,None,Senate,,IWAMOJ,2022,2022GS
SB0051,Transportation Amendments,HARPEWA,None,CHRISKJ,Governor Signed,Lieutenant Governor's office for filing,Emissions Control; Utah Highway Patrol; Department of Public Safety; Government Operations (State Issues); Motor Vehicles; Motorcycles; Transportation; Vehicle Registration; Towing; Attorney General; Constitutional Officers; Local Option Sales Taxes; Public Transit,0,None,SB0051S03,False,,"This bill appropriates in fiscal year 2023:<hr><ltbullet>to the Office of the Attorney General -- Internal Service Fund -- Attorney General:<hr><ltbullet1>from the Dedicated Credits Revenue Temporary Permit Account, $192,000.",Senate,,HARPEWA,2022,2022GS
SB0052,Sex Offender Registry Amendments,KENNEMS,None,,Senate/ filed,Senate file for bills not passed,Criminal Procedure; Crimes; Judicial Operations; Law Enforcement and Criminal Justice; Sexual Offenses,0,None,SB0052,False,,None,Senate,,KENNEMS,2022,2022GS
SB0053,Driver Speeding Amendments,IWAMOJ,None,WILCORD,Governor Signed,Lieutenant Governor's office for filing,Roads/Highways; Motor Vehicles; Speed Limits; Transportation; Traffic Violations,0,None,SB0053S05,False,,None,Senate,,IWAMOJ,2022,2022GS
SB0054,Jordan Byrd Memorial Highway Designation,HINKIDP,None,,Senate/ filed,Senate file for bills not passed,Signs and Billboards; Roads/Highways; Transportation; Department of Transportation,0,None,SB0054,False,,None,Senate,,HINKIDP,2022,2022GS
SB0055,Citation Fines Amendments,IPSONDL,None,,Senate/ filed,Senate file for bills not passed,Law Enforcement and Criminal Justice; Punishment; Fines; Traffic Violations,0,None,SB0055,False,,None,Senate,,IPSONDL,2022,2022GS
SB0056,Criminal Stalking Exemption Amendments,WEILET,None,WILCORD,Governor Signed,Lieutenant Governor's office for filing,Domestic Violence; Peace Officers; Crimes; Judicial Operations; Law Enforcement and Criminal Justice; Public Safety; Defenses; Protective Orders,0,None,SB0056S01,False,,None,Senate,,WEILET,2022,2022GS
SB0057,County Amendments,FILLML,None,TEUSCJ,Governor Signed,Lieutenant Governor's office for filing,Counties; Political Subdivisions (Local Issues); County Officers; Form of Local Government,0,None,SB0057S03,False,,None,Senate,,FILLML,2022,2022GS
SB0058,Day of Remembrance Observing the Incarceration of Japanese Americans During World War II,IWAMOJ,None,KWANK,Governor Signed,Lieutenant Governor's office for filing,Government Operations (State Issues); State Symbols and Designations,0,None,SB0058,False,,None,Senate,,IWAMOJ,2022,2022GS
SB0059,Tax Amendments,MCCAYD,None,SNIDEC,Governor Signed,Lieutenant Governor's office for filing,Corporate Tax; Income Tax; Revenue and Taxation; Individual Income Tax,0,None,SB0059S04,False,,None,Senate,,MCCAYD,2022,2022GS
SB0060,Agreements to Provide State Services Sunset Extension,MAYNEK,None,WATKICF,Governor Signed,Lieutenant Governor's office for filing,Legislative Operations; Government Operations (State Issues); Sunsets and Repealers,0,None,SB0060,False,,None,Senate,,MAYNEK,2022,2022GS
SB0061,Delinquent Property Tax Collection Amendments,HARPEWA,None,ELIASS,Governor Signed,Lieutenant Governor's office for filing,Political Subdivisions (Local Issues); Property Tax; Property Tax Collection; Revenue and Taxation,0,None,SB0061S01,False,,None,Senate,,HARPEWA,2022,2022GS
SB0062,Special Needs Opportunity Scholarship Program Amendments,FILLML,None,SCHULM,Governor Signed,Lieutenant Governor's office for filing,Education; K-12 Education; State Board of Education; Corporate Tax; Income Tax; Revenue and Taxation; Individual Income Tax; Special Education,0,None,SB0062S04,False,,None,Senate,,FILLML,2022,2022GS
SB0063,Bereavement Leave Amendments,HARPEWA,None,ACTONCK,Governor Signed,Lieutenant Governor's office for filing,Counties; Division of Human Resource Management; Municipalities; Political Subdivisions (Local Issues); Government Operations (State Issues); State Officers and Employees; Local Government Employees,0,None,SB0063S02,False,,None,Senate,,HARPEWA,2022,2022GS
SB0064,Identification for Vehicle Registration Amendments,DAVISG,None,PITCHS,Governor Signed,Lieutenant Governor's office for filing,State Tax Commission; Revenue and Taxation; Motor Vehicles; Transportation; Vehicle Registration; Division of Motor Vehicles,0,None,SB0064,False,,None,Senate,,DAVISG,2022,2022GS
SB0065,Asset Forfeiture Amendments,WEILET,None,FERRYJ,Governor Signed,Lieutenant Governor's office for filing,Court Rules; Judicial Administration; Courts; Judicial Operations; Law Enforcement and Criminal Justice; Arrest and Detention; Search and Seizure,0,None,SB0065S02,False,,None,Senate,,WEILET,2022,2022GS
SB0066,Electric Assisted Bicycle Use Amendments,WEILET,None,STENQJ,Governor Signed,Lieutenant Governor's office for filing,Natural Resources; Department of Natural Resources; Health; Bicycles; Motor Vehicles; Transportation; Off-highway Vehicles; Disabilities; Active Transportation; Trails,0,None,SB0066S03,False,,None,Senate,,WEILET,2022,2022GS
SB0067,School Athletic Director Salary Supplement Amendments,MCKELMK,None,,Senate/ filed,Senate file for bills not passed,Education; K-12 Education; School Personnel; Revenue,0,None,SB0067,False,,None,Senate,,MCKELMK,2022,2022GS
SB0068,Trespass Penalty Amendments,SANDASD,None,FERRYJ,Governor Signed,Lieutenant Governor's office for filing,Natural Resources; Wildlife; Law Enforcement and Criminal Justice; Restitution; Punishment; Fines; Fishing; Hunting,0,None,SB0068,False,,None,Senate,,SANDASD,2022,2022GS
SB0069,Animal Shelter Revisions,HINKIDP,None,DUNNIJA,Senate/ filed,Senate file for bills not passed,Counties; Municipalities; Political Subdivisions (Local Issues),0,None,SB0069,False,,None,Senate,,HINKIDP,2022,2022GS
SB0070,Social Security Tax Credit Amendments,MAYNEK,None,,Senate/ filed,Senate file for bills not passed,Income Tax; Revenue and Taxation; Individual Income Tax; Tax Credits,0,None,SB0070,False,,None,Senate,,MAYNEK,2022,2022GS
